Utterance,Sentiment
你是误入凡间的天使,neutral
亦或是,neutral
精灵,neutral
她是谁呀,positive
在等着,positive
帅哥把她带到她想去的地方去,positive
穿过草地,positive
跨过大街 游过长江,positive
然后到属于他们俩的地方,positive
你要搞清楚,neutral
你能来参加这个聚会,neutral
只是因为于总安排了你是我的男伴,neutral
可惜在别人的眼里,neutral
今天晚上我是男主角,neutral
而你只是一个陪衬,neutral
这是一个总监该说的话吗,negative
那你刚才说的话是一个行政助理,neutral
该对总监说的话吗,neutral
回公司你也管不着我,neutral
我归行政部,neutral
我可以把你要来给我做贴身助理啊,neutral
悲剧啊,neutral
你可以试试,negative
好啊,neutral
试试就试试呗,neutral
再怎么说你也是个富二代 可是跟潘芸比起来你简直就是一个草根,neutral
那也是因为跟你这个草根站在一起,neutral
口水都要流下来了,neutral
潘芸姐是于总的,neutral
是吗,neutral
放开我,negative
你不想丢人的话,neutral
咱们今天晚上就好好配合一下,neutral
至少对得起这身衣服,neutral
他们不会真的以为你是我带来的女伴吧,negative
你看你说的外行话,positive
主宾都在副宾的右手边,positive
你是我带来的,positive
所以我在右你在左 大厅里还可以蒙一蒙人,positive
一落座你就现原形,positive
当我的男伴不丢人,positive
那我继续给你当当小伙伴吧,positive
坐在最旁边的那个穿白西装的呢 叫做方国强,neutral
他是,neutral
我听说过他,neutral
百闻不如见面,neutral
那听说过还要继续介绍吗,neutral
跳过,neutral
下一位叫做元朗,neutral
他,neutral
是干什么的我不太知道,neutral
但是每次我爸只要接到他的电话,neutral
就会推掉所有的约会,neutral
然后屁颠屁颠地去见他,neutral
他的伴跳过,neutral
然后这个头发白白的呢,neutral
他叫司徒明,neutral
香港人 据说当年什么马云 宗庆后 周鸿祎,neutral
都要排着队见他的,neutral
他的伴也跳过,neutral
他们要是介绍你 也是跳过,positive
这个我懂,positive
果儿 蜜,positive
继续,positive
旁边这个头上有撮白毛的 叫丁乔,neutral
大名鼎鼎的丁乔,neutral
我们的死对头,neutral
湘湖集团的主席,neutral
今儿这局规格可以啊,neutral
你没有输,neutral
但你却没有真的赢,neutral
大唐,neutral
只不过是业界一个名不见经传的小公司,neutral
只是它有两个专利,neutral
这是它的技术核心,neutral
是因为他的公司太小,neutral
没有办法运作它,neutral
使它公司盈利,neutral
但是这两项专利却关系到整个行业的格局,neutral
我们曾经想过很多办法,neutral
却没有说服大唐,neutral
把这个专利转让给我们,neutral
于是 前年就出现了一家叫黑能的同行业公司,neutral
接下来的事情 你都猜到了,neutral
后来有一个叫赵小亮的傻叉 加入了黑能公司,neutral
为了营销自己的产品,neutral
四处散播大唐的谣言,neutral
一年之后,neutral
大唐被黑能收购,neutral
赵小亮领赏走人,neutral
你以为没有我们在背后推波助澜,neutral
就凭那几个小小的丑闻,neutral
就能让大唐破产,neutral
但不管怎么样,neutral
我们完成了收购,neutral
专利也归了我们,neutral
但你有没有发觉,neutral
这两年 这个行业的整个格局在产生剧烈,neutral
的波动,neutral
你就认为你是真的赢了吗,neutral
你收好吧,neutral
我只是要告诉你,neutral
我是比于德伟更,neutral
早地做了你的老板,neutral
谢谢你,neutral
您今天给我上了生动的一课,neutral
您告诉我在汪洋大海上有人抓虾,neutral
有人在探索新道路,neutral
您是在提醒我,neutral
别净抓虾,neutral
我是真没信心呢,neutral
我呢 是钱,neutral
一砸就晕 美女一扑就,neutral
倒,neutral
回见了 丁总,neutral
你不怕我吗,neutral
怕 不怕我能走吗,neutral
小子,neutral
怕我就跟着我,neutral
记住了,neutral
谁要让我烦,neutral
我一定整死他,neutral
丁总,neutral
您真会吓唬人,neutral
兄弟,neutral
十年前啊 我比你还草根,neutral
一个海归 老婆老婆离婚了,neutral
孩子孩子被带走了,neutral
我只好去华强北帮人家掮货,neutral
在那个时候你知道吗,neutral
从香港带芯片去深圳,neutral
一趟也就赚200块钱,neutral
就靠这么干,neutral
累死了也只不过是一个掮客,neutral
可要不这么干呢,neutral
那就得饿肚子,neutral
所以说那个时候我的问题呀 不是抓虾 什么洋流啊潮汐什么的,neutral
也轮不到我去管,neutral
你很幸运,neutral
那么年轻,neutral
就能遇到我们这些人 来 上车,neutral
我带你去见个人,neutral
上车,neutral
怎么样 我们这些小玩具不错吧,positive
我跟你讲,positive
每一个泊位每年的租金是5万美金,positive
就在这儿,positive
你不是说领我见个人吗,negative
人呢,negative
除了你 我,positive
还有一个开船的,positive
没有其他人 上来吧,positive
愣着干什么,positive
你怎么可以这么傻啊,negative
怎么可以对自己做这样的事,negative
我不想给大哥添堵,negative
也不想伤害南海,negative
我夹在他们两个人中间 太难过了,negative
大姐 你成年了,negative
不带这么玩纯情游戏的了,negative
你跟大哥分手了 早,negative
完了,negative
除了你自己你还能伤害谁,negative
你是我见过最无公害的湖南妹子了,negative
南海向我求婚了,negative
我没答应他,negative
后悔了,negative
赶快把他叫过来 答应他,negative
他向我求婚的时候,negative
我心里想的就是 这个人怎么不是大哥啊,negative
我才发现 我还爱着大哥,negative
可是大哥不爱你,negative
大哥每睡一个妹妹 都是因为之前不认识她们,negative
你怎么那么狠呢,negative
每个女孩子心里都有个小秘密,negative
在这个小秘密里面做梦,negative
受害最深的时候就回到这个梦里,negative
我跟大哥在一起的时候还没南海呢,neutral
后来跟南海认识,neutral
刚刚开始那段时间,neutral
我确实跟大哥有一搭无一搭的,neutral
毕竟有过感情嘛,neutral
而且单子上的事情还得让他帮忙,neutral
可后来我跟南海关系稳定了,neutral
我就跟大哥说清楚了,neutral
再也不来往是我主动提的,neutral
不见面 不打电话,neutral
我连他单子都不做了,neutral
心里想吧 这藕断丝连的也不是回事,neutral
要断就得彻彻底底,neutral
那那20万呢 怎么回事,neutral
就是结婚前两天 大哥突然给我打了个电话,neutral
我一看 接吧 这也没什么,neutral
我马上就要结婚了,neutral
顺便把这个消息告诉他呗,neutral
他听了,neutral
也没说什么,neutral
要送我个结婚礼物,neutral
我说我不要 我肯定不要,neutral
他说,neutral
他就在我公司楼下 就见一面,neutral
在停车场 见一面他就走,neutral
然后你们见面了 还接吻了,neutral
然后你回到公司前台就多了一包裹,neutral
里面有20万现金 对吗,neutral
你也没做错什么,neutral
女人在结婚之前有所动摇很正常,neutral
很多女人在结婚前 都会拼命地去找什么初恋男友啊 小学同学 中学同学 幼儿园同学,neutral
这是生理反应嘛,neutral
我为什么没有,neutral
因为我不是女人,neutral
不对,neutral
我也有,neutral
我在登记前一分钟跟赵小亮分手了,neutral
别闹,negative
你跟大哥上床了吗那天,neutral
没有 怎么,negative
可能啊,negative
但是特奇怪,negative
也不知道为什么 那天我俩都哭,negative
你连自己为什么哭都不知道,neutral
这不代表你跟大哥还有感情 对吗,neutral
还有 南海对大哥了解多少,neutral
他为什么一看见20万就联想到大哥了,neutral
就是因为我跟大哥藕断丝连那会儿 有一次见面被南海碰到了,negative
跟我闹的呀,negative
我当时就跟他保证,negative
以后再也不见面了,negative
正常,neutral
男人都会这么联想吧,neutral
到现在为止 你没有任何做得不对的地方,neutral
所以这事简单,neutral
你听我的 出去逛逛街,neutral
做个脸 捯饬捯饬,neutral
然后回家做顿好菜好饭,neutral
等着南海回来,neutral
你老公就这样一个人,neutral
好人,neutral
但是没什么用,neutral
一有小脾气就往上蹿,neutral
关键是回家好饭好菜等着 然后,neutral
跟他坦白,neutral
就这么一次 痛一下 之后就万里无云了,neutral
真的,neutral
好 听你的,negative
行,negative
丁总 你就没什么要跟我说的吗,neutral
小亮啊,neutral
放松点啊,neutral
这到海上了,neutral
怎么 还想着工作呢,neutral
你看看 多美好的景色呀,neutral
如果你觉得实在无聊的话,neutral
再把你那个绝活 魔术 再给我表演一遍,neutral
我看咱们还是踏踏实实的看风景吧,neutral
演出还没有开始,positive
就已经悄然落幕了,positive
赵小亮你没有胆量,negative
当年我在华强北替人运芯片的时候,neutral
就明白了一个道理,neutral
做人很辛苦,neutral
但辛苦 可以分成两种,neutral
一种 是做棋手的辛苦,neutral
一种 是做棋子的辛苦,neutral
棋手,neutral
可以决定自己和对手的命运,neutral
而棋子,neutral
只能看人玩,neutral
或者被人玩,neutral
我的教训是 再也不能上你丁总的船,positive
永别了,positive
这边打不着车,positive
怎么着,neutral
准备跑着回城里啊,neutral
出门太急了,neutral
忘带钱包了,neutral
只能腿着回去了,neutral
要去哪儿啊,neutral
上车我送你一程,neutral
不用,neutral
等等,neutral
你知道诺基亚被微软收购的事吧,neutral
知道一些,neutral
诺基亚有很多单独的业务,neutral
之前都已经被卖掉了,neutral
微软只接手了他的手机业务,neutral
那我现在要问你一个问题,neutral
如果没有了诺基亚,neutral
那么它的人员 设备和技术都去哪儿了呢,neutral
跳楼跳槽 或者集体自杀,neutral
我没有问你这些感受,neutral
那就是别的企业啊,neutral
所以说,neutral
公司兼并那是棋手之间的游戏,neutral
而作为棋子 到哪里都一样,neutral
不管到哪个公司都是一样的工作,neutral
企业倒闭 只不过是棋手完蛋了,neutral
那么企业扩张呢 那就是说明棋手下了一手好棋,neutral
从宏观上讲,neutral
如果湘湖倒闭了,neutral
那只是产业调整而已,neutral
所谓忠诚啊,neutral
那只对棋手有意义,neutral
而你呢 你只不过是一个棋子,neutral
那么排斥我们,neutral
太可笑了,neutral
我明确告诉你,neutral
忠诚就是我们这些棋手,neutral
专门为你们这些棋子设计的,neutral
现在 湘湖集团 的确处在生死关头 你对我的重要性,neutral
要远远,neutral
大于你对于德伟的重要性,neutral
这是你谈买卖的好时机,neutral
你看 我请你上了两次车,neutral
一次船,neutral
算得上三顾茅庐了,neutral
南海,negative
那二十万我骗你了,negative
对不起,negative
那你现在说,negative
其实 其实,negative
其实那钱是我爸给的,negative
他给了我二十万,negative
他一直搞收藏,negative
被人骗了一辈子,negative
就捡了这么一个漏,negative
沈南苹的一幅画 他卖了二十万,negative
我一直没告诉你是因为 你妈妈欠的钱让我爸爸来还,negative
我怕你心里不平衡,negative
我谁都没告诉,negative
连我妈妈都没告诉,negative
老婆,negative
我下午溜达的时候,negative
我也特别后悔,negative
我想 就算是他 就算是他给的怎么了,negative
我怎么就不能相信你啊,negative
老婆,negative
老婆,negative
是我错了,negative
我小心眼,negative
我再也不敢了我,negative
老婆,negative
老婆,negative
你别哭了,negative
老婆,negative
骗子,negative
你阴阳怪气整天了 怎么回事,negative
你跟潘芸怎么回事,negative
我 潘芸,negative
这病也传染是吗,negative
从叶昭君那儿传染到你这儿来了,negative
赶紧回家吃药去吧您哪,negative
真会装,negative
那你说 你想要我怎么证明,negative
到你住处去看看,negative
妹妹 你想跟我私会这理由有点low啊,negative
别说有的没的,negative
你敢不敢吧,negative
敢,negative
走啊,negative
走啊,negative
师傅你前面右拐完了以后找头回来,neutral
第一个路口再右拐就到了,neutral
你路还挺熟,positive
天天走啊,neutral
影帝,negative
这就是我和潘芸约会的地方,positive
上去看看,positive
咱们有言在先,neutral
不许赖着不走,neutral
你这床单质量不错,positive
喝点什么呀,neutral
我这有,neutral
约炮标准程序开始了,positive
有凉白开,neutral
要喝自己倒,neutral
这是什么东西,positive
这么硬啊,positive
正好 说说吧 这本书是不是你偷的,neutral
瞎说,positive
瞎说,neutral
我告诉你,neutral
我带着它过安全门的时候,neutral
警报器大叫 人跟我说,neutral
就因为这是赃物,neutral
所以警报器才会叫,neutral
叔叔 叔叔,positive
不要把我交给警察,positive
叔叔嘛,positive
承认是你偷的了,neutral
叔叔叔叔,positive
梁伊 再怎么说你也是一富二代,neutral
不至于吧,neutral
那我告诉你一个好办法,neutral
下次你再要买什么又厚又贵又不合理的书呢,neutral
你就上 上京东网,neutral
什么都有,neutral
别说书了,neutral
还有折扣呢,neutral
最重要的是不用你自己背回家,neutral
行了,neutral
今天的参观到此结束,neutral
请回吧,neutral
我跟我妈没法过,neutral
睡不着,neutral
小伙子啥事这么高兴啊,positive
今天,positive
我想起我们谈恋爱的时候了,positive
那个时候我每次来广州都住酒店,positive
可你从来不在我这儿过夜,positive
我来找你的时候从来都不打电话,positive
有时候你不在我就吃闭门羹,positive
自己回去,positive
你每次来就像天上掉馅饼,positive
我就喜欢这种感觉,positive
意外惊喜比欢喜还欢喜,positive
我也告诉你一个秘密,negative
我没告诉赵小亮是他送的,neutral
你是不是跟于总有什么,positive
没什么,neutral
你不告诉我就是有什么,positive
真的什么都没有,negative
总得有点什么吧,negative
可能我们自己心里不清楚那是什么,neutral
我爱赵小亮,negative
从来都没有这么爱过一个男人,negative
从头发丝到脚趾头我都爱,negative
我好羡慕你啊,negative
可是我还是没有告诉他,negative
你怕什么呀,negative
反正你跟于总又没什么关系,negative
我是相信你啊,neutral
再说了 赵小亮又不是小心眼的人,neutral
我就想有个小秘密,negative
你呀,negative
我跟南海也没说,negative
就准备要跟他坦白之前的0.01秒,negative
我实在是说不出口,negative
没办法我就骗他,negative
那钱是我爸给的,negative
你猜他说什么,negative
后来反过味了,negative
他说就算那个钱是大哥给的,negative
那也没事,negative
我当时真想抽自己啊,negative
又给自己挖了个大坑,negative
销售四部的王明亮已经离职了,neutral
他底下的人还不知道呢,neutral
你不在的这几个小时里,neutral
公司好像打了一场世界大战,neutral
叶总没骂我吧,neutral
顾不上了,negative
我也顾不上了,negative
我前妻不让我见我儿子,negative
过佛山 去了趟玩具市场,negative
我还痴心妄想 找借口溜回去看儿子,negative
暂时没有可能了,neutral
你还不知道吧,neutral
叶总宣布了新的规定,neutral
公司谁订单多,neutral
谁就当大区经理,neutral
包括华东大区,neutral
她原话是这么说的,neutral
英雄不问出处,neutral
谁订单多谁上位,neutral
老陈 抓住这个机会哦,neutral
这人生就像个鸡蛋,neutral
有蛋壳 有蛋清 有蛋黄,neutral
遇到合适的温度就能孵出小鸡来,neutral
过了保质期呢 就会腐烂发臭,neutral
我已经开始过保质期了,neutral
那要不这样,neutral
咱俩说个约定,neutral
你帮我当上大区经理,neutral
我一定给你回报,neutral
我可不上这当啊,neutral
我要跟你竞争到底,neutral
老陈啊老陈,neutral
我最不喜欢这种感觉,neutral
醒来的时候天已经黑了,neutral
一天已经糊里糊涂地睡过去了,neutral
只听到外面传来欢声笑语,neutral
只有那么一点点灯光从门缝里面透了进来,neutral
最精彩的部分,neutral
也在这场乱梦里错过了,neutral
翻过身来想叹口气,neutral
结果发现还流了一滩口水,neutral
在自己衣领上 臭烘烘的,neutral
你都不知道,neutral
昨天在我宣布公司生死一线的时候啊,neutral
我见到下属的表情啊,neutral
我真的被他们感动了,neutral
是吗,neutral
姑娘们站起来头也不回地走出去,neutral
捏着拳头,neutral
就像小伙子一样,neutral
我真希望能够成为她们中的一员,neutral
一起并肩战斗,neutral
姐,positive
我们现在正在组织一个小活动,positive
庆功会 给赵总庆功,positive
赵总做的事情不是见不得光吗,negative
公司也就黑不提白不提的,negative
但是我们 我们自己人都知道 赵总的功劳最大,positive
所以 我们就想自己搞一个小的庆功会,positive
自费的 AA,positive
然后再每个人给他准备一个小礼物,positive
我们是谁啊,neutral
那我就不参加了,neutral
我还跨着部门呢,neutral
别让人觉得我们销售部讨好市场部,neutral
怎么会呢 姐 好多销售部的同事都参加的,negative
还有我,positive
梁伊,negative
你那个大嗓门就不用压了,negative
没用 销售部所有人都听见了,negative
还有还有 姐 我想瞒着他,positive
最后再告诉他 好吧,positive
姐 来嘛,positive
来嘛 ,positive
姐,positive
你们去吧,positive
去吧,positive
去吧,positive
姐,positive
那就这么说定了啊,positive
你就是一傻帽,neutral
纯纯的傻帽,neutral
你是不是吃三聚氰胺长大的,neutral
餐前来一勺 餐后摇一摇,neutral
我说 我说你能不能别叨叨行吗,negative
我这烦着呢,negative
我听了半天 人汪涵一点毛病没有,neutral
是你心里肮脏,neutral
我知道 我跟你说,negative
我就觉得我现在就一神经病,negative
因为一爸爸还是父亲 我就控制不了了,negative
我这前两天还看了关于心理学方面的书,negative
我这叫扳机点 一点就着,negative
打住,neutral
这是两回事,neutral
你呀 先去找一个风景优美,neutral
人烟稀少的地儿,neutral
然后带着汪涵一块去静静心,neutral
找张大白纸,neutral
各写十条,neutral
从来没有跟对方说过的秘密,neutral
你肯定有 最后面对面,neutral
大声朗读出来,neutral
这可以增进你们夫妻间的关系,neutral
我相信最后她会喜极而泣,neutral
干柴烈火,neutral
水乳交融,neutral
真的假的呀,negative
我发现你一点都不害怕我,neutral
我反而有点害怕你啊,neutral
各为其主,neutral
各为其主,neutral
我跟你打赌,neutral
在不久的将来 你一定会对这四个字有全新的认识和理解,neutral
你知道吗,neutral
你把我搞得很惨,neutral
现在所有跟湘湖有关的产品 都卖不出去了,neutral
大家都怕断手断脚 要截肢啊,neutral
哪有这么厉害,neutral
我们在生产过程当中搞出来的那点ERDC啊 洒洒水啊,neutral
连只老鼠都搞不死,neutral
可惜老百姓不信哪,neutral
也让我损失了三成的市场,neutral
好几千万的股份,neutral
但是我不报复你,neutral
我只想满足一下自己的好奇心,neutral
据我对你的观察 这不太像你的风格,neutral
你对老于有好感,neutral
还是,neutral
你在ABA有特殊的利益,neutral
那天我去见你之前,neutral
有一个女同事,neutral
她紧紧地拉着我的手,neutral
说赵小亮 你一定要救救ABA 想尽一切办法救救ABA,neutral
我认为这是同事之间的,neutral
兄弟姐妹情,neutral
你不老实,neutral
被你整垮的那些公司里面就没有人哭着喊着要救救自己的公司吗,neutral
我当年在华强北当掮客的时候,neutral
很辛苦,neutral
都说来广东一年 就会忘掉自己的出身和教育背景,neutral
可我一直都记在心里面,neutral
经常想起来,neutral
我很后悔回国,negative
你知道吗,negative
我不但钱没有赚到,negative
连老婆孩子都没了,negative
那天我心情很差,neutral
天上下着大雨,neutral
我骑着一个三蹦子在大街上狂飙,neutral
当时有一个信念,neutral
不管有多难,neutral
我永远都不会自杀,neutral
可是,negative
我莫名其妙地或多或少的有那么一个念头当时,negative
你知道吗,negative
撞死,negative
不算自杀,negative
我迎面撞上了一个出租车,negative
整个人,positive
在天空当中划了一道弧线,positive
刚巧落在了一个水塘里,positive
这就叫,positive
命不该绝,positive
在医院里面醒过来的时候,positive
我发现,positive
我旁边躺着另外一个人,positive
这个人,positive
就是出租,positive
出租车里面被撞伤的,positive
那个乘客,positive
更凑巧的是,positive
你知道吗,positive
他竟然是我在美国的同学,positive
命这个东西真的是很奇怪的,positive
我们两个人断手断脚打着石膏,positive
就这么在病房里面躺了两个礼拜,positive
就在这两个礼拜的时间里面,positive
我们放空脑子,positive
用来构思 出院之后他去融资,neutral
我来操作 湘湖就这么诞生了,neutral
那个人现在在哪儿,neutral
出局了,neutral
现在湘湖的股权牢牢地握在了,neutral
我的手里面,neutral
我之所以不愿意去讲湘湖的发家史,neutral
是因为它不算光彩,neutral
是我坑了我的同学,neutral
可是话说回来,neutral
像这样的故事每天都在发生,neutral
丁总 您突然给我讲这样的故事,neutral
并不代表我与你之间是兄弟,neutral
是你主动要讲的,neutral
是我主动给你讲的,neutral
我讲这个故事的目的是要告诉你一个道理,neutral
兄弟之间不可靠,neutral
实力最可靠,neutral
我之所以跟你讲这些,neutral
是因为你让我出血了,neutral
价格战打不下去了,neutral
小子,neutral
你有实力,neutral
之前的邀请,neutral
还有效,neutral
就这样,neutral
那边电脑里的照片传过来了,neutral
你看看,neutral
他们今天又见面了,negative
你知不知道赵小亮的逻辑呀,neutral
他救了公司,negative
可是又继续跟丁乔见面,negative
我看需要你 跟赵小亮去谈一谈,negative
我们请的那个侦探发现 自己也被人盯梢了,negative
我只好把他先撤回来,negative
不知道谁拍了他的照片,negative
我需要找到赵小亮的开关,negative
一按开 一按停,negative
也许 这就是开关啊,positive
丁乔,neutral
半夜把我找过来 想谈什么,neutral
老于啊,neutral
我想跟你说一声抱歉,neutral
为了十年前的事情,neutral
没必要 但是呢 我们确实可以谈谈合作的事情,neutral
黄金时代马上就要上生产线,neutral
我们的全部产品都会停用你们提供的DIPP材料,neutral
我们也就没必要继续许可你们使用ABA的200多项专利技术了,neutral
第一批黄金时代从生产线上下来的时候,neutral
就是湘湖完蛋的日子,neutral
合作吧 强强联合是大趋势,neutral
这话呀 等到湘湖完蛋的那一天再说吧,negative
老于 我告诉你,negative
湘湖绝对不会从我的手里出去,negative
你呢 告诉你背后那些王八蛋,negative
让他们断了并购这个念头,negative
从下个礼拜开始,negative
湘湖也会停止DIPP材料的供应,negative
合约还有一年才到期,neutral
扯淡,negative
都什么时候了,negative
打仗啊 合什么约呀,negative
老于啊,negative
从下礼拜开始你们就停工吧,negative
还有 我们会继续使用你们的专利,negative
你要不服气 可以去打官司,negative
还有一点,negative
对了,negative
下礼拜开始,negative
我们停止付你们专利费 这没办法,negative
把你的手机给我,neutral
于总 我也有话要说,neutral
我今天来不是为了华东区经理的位置,neutral
是因为你发出了挑战,neutral
我不得不应战,neutral
因为我潘芸从来就不是怕的人,neutral
怎么,neutral
怕我吃了你,neutral
跟我出去,neutral
我就知道跟着于总不会有危险,neutral
这里,neutral
看到那边有个红点吗,neutral
哪里,neutral
是个灯塔,neutral
红色的,neutral
看到了吗,neutral
没有啊,neutral
每分钟还会闪一下,neutral
它只是离这里太远了,neutral
很暗淡,neutral
好像是有一点,neutral
没错了,neutral
没错了 就是那个方向,neutral
你闭上眼睛 慢慢地适应了黑暗之后,neutral
你自然就看到了,neutral
你现在慢慢张开眼睛,neutral
是不是红色的,neutral
还闪着光,neutral
好像真的是有,neutral
可是我以前从来都不知道这里还有个灯塔,neutral
因为它在你的想象里,neutral
不对呀,neutral
真的有 你看 它真的在闪,neutral
真的是你的想象,neutral
我小时候在香港岛 有一个无聊的邻居 对我说,neutral
你站在山上望着这边看,neutral
就能看到一座灯塔,neutral
我就信了,neutral
然后我就常常地往这个方向看,neutral
其实那边什么都没有,neutral
直到我来了大陆这边工作,neutral
我才知道 没有任何灯塔,neutral
我坐了快艇,neutral
把这个方向的水面全都找遍了,neutral
真的没有,neutral
我就崩溃了,neutral
我小时候被人欺负,neutral
我就闭着眼睛 想象我到这个灯塔里了,neutral
很高很高,neutral
可以看到所有人 没人可以进得来,neutral
长大以后 也总有这样的错觉,neutral
所以我有什么事就会躲到这里来,neutral
你好像小时候经常被欺负,neutral
经常啊 没有爸爸的孩子,neutral
就是这样的,neutral
这种体验,neutral
大概你也有过,neutral
我不是 我经常欺负别的孩子,neutral
但是你看到了,neutral
我带很多人过来看过 都看不到,neutral
只有你看到了,neutral
这一点你否认也没用啊,neutral
我想,neutral
我不只是喜欢你,neutral
我们回去吧,neutral
再陪我一个晚上,neutral
华东大区,neutral
经理的职位就是你的,neutral
您不是这样的人,neutral
于总,neutral
人呢 并不总是你自己想象的那样,neutral
睡着了 没听见,negative
回来够早的,negative
刚4点多,negative
怎么回事,neutral
喝多了,negative
喝多了,neutral
有什么不高兴的说出来呗,neutral
别憋在心里,neutral
没有,negative
真没有,neutral
我就是一想到,negative
我们两个四周年让人给搅和了,negative
怪可惜的,negative
我离开饭桌的时候,neutral
你可不是这么好脾气啊,neutral
我记得你说 我要是敢跟于德伟见面,neutral
咱俩以后就甭过了,neutral
我见他了,neutral
待了一晚上 刚结束,neutral
我们聊了天,neutral
喝了红酒,neutral
去海边吹了吹海风,neutral
现在回来了,neutral
你打算怎么办,neutral
潘芸你别逼我,negative
你应该站在我的角度想想,negative
所以我回来了,neutral
为什么不接电话,negative
我出去的时候手机放他房间了,neutral
你知道吗,negative
没有任何一个男人 可以忍受别的男人公开勾引自己的老婆,negative
我他妈跟一傻帽一样在这等着,negative
一点 没回来,negative
两点 没回来,negative
三点还没回来,negative
什么都没有发生,neutral
当然,neutral
我跟他待得太久,neutral
没带手机是我不对,neutral
你给我回来,neutral
赵小亮,neutral
潘芸 我们两个真的不能再这么下去,negative
小亮 你冷静一点,neutral
我们说好要一起走下去的,neutral
你中途撤了不是出卖我吗,neutral
那我该怎么办,negative
干嘛,negative
这下清醒了吧,neutral
我就是一个堵枪眼的,negative
老婆呀 我跟你玩个游戏好吧,positive
你看 这儿呢有一张纸,neutral
我再拿两根笔,neutral
我们首先啊 先把这纸对折,neutral
然后呢撕成两半,neutral
是这样,neutral
我们呢每个人 写十个对方不知道的秘密,neutral
然后交给对方,neutral
但是说好了,neutral
我们看完之后不管这个秘密是什么,neutral
我们都不许生气,neutral
而且必须原谅对方,neutral
老婆,neutral
现在写啊,negative
干嘛在这儿啊,negative
就在这儿啊,neutral
我觉得吧在家里呢太正式,neutral
不太适合咱俩现在这种关系,neutral
我觉得咱俩谁也没有必要去追究谁,neutral
在公司呢又太严肃,neutral
所以呢我就决定在这 这儿特别好,neutral
写这干嘛呀,neutral
这 消除咱俩之间的隔阂呀,neutral
我跟你说,neutral
国外的心理学家都是这么做的,neutral
效果特别好,neutral
对咱俩特别有帮助,neutral
我没有秘密,neutral
就写实话是吧,neutral
你也得写啊,neutral
当然实话了,neutral
而且说好了,neutral
无论这个秘密是什么,neutral
我们对方都不能生气,neutral
而且必须原谅对方,neutral
好,neutral
来吧,positive
你还跟一个湖北女孩谈过两年恋爱 两年,positive
人家都到美国结婚生孩子了 过,positive
每天晚上我睡着以后你还偷偷吃蛋炒饭,positive
是啊 你晚上又不让我吃饱,positive
我饿呀,positive
你就这么烦我表妹,positive
你这说话就不对了,positive
人哪儿长得像袋鼠了,positive
不是得说实话吗,positive
那20万,neutral
真是大哥给的,neutral
不是说好不生气吗,neutral
这他妈能一样吗,negative
这个猪头敢诈我,negative
你看都不看我一眼 直接走到,negative
最后一排坐到梁伊边上,negative
你什么意思啊,negative
避嫌啊 咱们两个越远越好嘛不是,neutral
根本就不是 你是在报复我,negative
我跟梁伊坐一块你还会吃醋啊,neutral
我吃醋,negative
我是糟心,negative
我自己还委屈不过来了,negative
你还给我气受,negative
没人逼你去于德伟房间,neutral
我再说一遍,negative
于德伟房间不是去不得,negative
我也不是因为这个委屈,negative
那你说说你到底因为什么委屈 说呀,negative
因为我对付完我老板还要回来对付你,negative
喝得烂醉如泥,negative
墙上地上全部都是玻璃渣,negative
我早上喝口粥都不能,negative
安心喝,negative
还要照顾你,negative
大爷的情绪,negative
我明白了,negative
错的都是我 是吧,negative
我应该敲锣打鼓把你送到于德伟房间,negative
然后放好热水澡等你回来,negative
还得门口喊欢迎欢迎 欢迎欢迎,negative
你干嘛去,negative
我去高叔叔家住几天 散散心,negative
吵架了,neutral
没有,neutral
就是来你这儿散散心,neutral
北方佬,neutral
不一样的北方佬,neutral
怎么说,neutral
这个北方佬啊 不爱做饭,neutral
你是又会炒菜又会做饭,neutral
这个北方佬的老婆在家里没有地位,neutral
你为了潘芸 大老远的跑到广州来工作,neutral
不容易,neutral
另外就是这个北方佬他死要面子,neutral
面子活受罪,neutral
特别的懒,neutral
你比他们勤快,neutral
这北方佬指的就是北方男人 是吧,neutral
对呀,neutral
那这北方男人和这北京男人还不能说是一回事,neutral
说到北方的地界可就大了去了,neutral
我理解你的意思 你的意思就是说各地方风土人情不一样,neutral
北方也分很多种 是吧,neutral
对喽,neutral
所以说呢那些个不做饭打老婆死要面子活受罪的南方佬,neutral
也大有人在,neutral
挺能辩的,neutral
我告诉你啊,neutral
南方佬特别勤快,neutral
他们爱护家庭,neutral
爱护老婆,neutral
走吧,neutral
我带你出去转一转,neutral
干嘛啊,neutral
走吧,neutral
老同志你可以啊,positive
你什么时候整的,positive
带你出去转一转,neutral
别别别,neutral
你有本吗你,neutral
你猜,neutral
猜你没有,neutral
小秘密,neutral
又来了又来了,neutral
不能太文艺,neutral
可以偶尔文艺一回,neutral
不能每个月都文艺一次啊,neutral
小事儿 你没错,neutral
南海也没大错,neutral
可不是小事,negative
二十万哪,negative
要是退给他什么事都没有,negative
穷才文艺 ,negative
这样 把大哥约出来 找他谈一次,neutral
打个欠条,neutral
这钱一定要还,neutral
但是每个月分期还,neutral
你就当借他一笔钱,neutral
太伤他面子了,negative
你行不行,negative
你跟他结束了 汪涵,neutral
我早跟你说过 他不把你当回事,neutral
二十万对他算什么呀,neutral
你要不方便跟他谈,neutral
我去谈,neutral
